,cleaned_hm,ground_truth_category
8543,"I went to the beach with my grandchildren.  We had a blast and spent the day running around, splashing in the waves.  We had food and music and had a great time.  It felt like i was re-living my youth. Great to see the smiles on their faces.",affection
8544,Happy that I just found out I'm getting a floating holiday at work!,achievement
8545,"I got a new phone, and iPhone 7 Plus!",achievement
8546,The third event that made me happy was getting a 4.0 GPA>,achievement
8547,Watched an exciting show on tv.,leisure
8548,I was able to get together for drinks with a group of friends from out of town who I hadn't seen in some time. ,bonding
8549,I got a free bagel at the bagel shop.  ,enjoy_the_moment
8550,I bought a one year visa for Vietnam.,achievement
8551,My roommate took out the trash so I didn't have to. ,bonding
8552,My girlfriend got a job that she had wanted for some time.  It was somewhat unexpected but I was totally happy for her!,affection
8553,"I went for a mountain bike ride.  This was the first for the this year, since winter.  It was a little messy with mud, but lots of fun.",exercise
8554,There was a nice sale on sausage at work and I got to stock up for the next breakfast or two.,enjoy_the_moment
8555,Walked my dog,affection
8556,I went to see my sister who lives in a different state.,affection
8557,My sister paid me back the 600 I lent her. ,affection
8558,I wrote a great email. ,achievement
8559,I visited my sister,affection
8560,Posting worship music on FB,leisure
8561,Having some quite time with my husband.,affection
8562,Our family vacation to Maui this summer is all paid for. ,affection
8563,Running on the beach and watching the ocean. Such an uplifting experience.,exercise
8564,"My first niece was born to my only sister, and was given my middle name.",affection
8565,My youngest daughter used the potty for the first time. ,affection
8566,In 2008 I felt some much excitement when I accepted into the air force,achievement
8567,I recently went on a hike with my roommates.,bonding
8568,I had a long conversation with my father for the first time in 2 months,affection
8569,I had fun time out with friends.,bonding
8570,I made an eBay sale. ,achievement
8571,We bought a new car two weeks ago.,achievement
8572,My boss accepted my raise and promotion request,achievement
8573,I got a free coffee at work.,enjoy_the_moment
8574,I got Better job than present,achievement
8575,"My happiest moment was when I gave birth to my son. After nine long months of waiting to meet him, at last that day came. I was just so happy, and its unexplainable!",affection
8576,"Last weekend, I went to a local seafood festival with my family.",affection
8577,"I went for a run and exercised during a nice, cool, sunny evening",exercise
8578,MY BROTHER BIRTHDAY CELEBRATED IN MY HOUSE,affection
8579,I bought a new laptop.,achievement
8580,I toured the local area  on my motorcycle with a friend and new rider.,bonding
8581,I was able to complete writing an original song at band practice!,achievement
8582,"Our tickets got confirmed on the last day, and we were able to go on a family tour, this made all of us very happy.",affection
8583,I saved enough to plan a vacation,achievement
8584,I bought some new running clothes and they fit very well.,enjoy_the_moment
8585,Relaxing while smoking a cigar.,enjoy_the_moment
8586,I watch a funny video and laugh a lot.,leisure
8587,My niece and I had spent time together.,affection
8588,I turned on my air conditioner.,leisure
8589,I went to a friends house on the weekend for a cookout. ,bonding
8590,I found $5 on the road. ,enjoy_the_moment
8591,I had a nice phone chat with my dad.,affection
8592,I WANT TO SHOPPING,leisure
8593,I WENT TO SHOPPING MALL,leisure
8594,Was able to purchase a car I have always wanted with my parents help when I graduated University. ,achievement
8595,My bike got painted.,achievement
8596,I WENT TO SHOPPING MALL.,leisure
8597,I WANT TO TEMPLE,leisure
8598,I WANT TO SHOPPING MALL.,leisure
8599,Having an extra free period at work today.,leisure
8600,I WENT TO MOVIE,leisure
8601,I bought a new cap from Amazon and it fitted me very well.,achievement
8602,my love success so i am very happy,affection
8603,I went out to the bar with a good group of friends and had good conversation and laughs. ,bonding
8604,I went to the movies to see the new Guardians of The Galaxy.,leisure
8605,I found my grocery store gift card that I had lost.,achievement
8606,My coworker has given me several compliments at work recently.  I am still very new there and she has gone out of her way to say that I am learning very fast and that things have been much more efficient in the office lately.  We are administrative assistants so its nice to see that even though we are somewhat low on the hierarchy that others appreciate the work im putting in.  ,bonding
8607,I am a consistent academic scholar in our university.,achievement
8608,I played cricket with my child and enjoyed every bit of it.,affection
8609,There's a sleepy cat meowing on my lap right now.,affection
8610,I caught my first foul ball at a baseball game.  ,achievement
8611,Celebrated my parent's anniversary happily.,affection
8612,"I got free net pack offer for one year, it made me happy ",enjoy_the_moment
8613,Another event in the past 3 months that made me happy would be when i bought myself a large tv to enjoy.,enjoy_the_moment
8614,"I don't trade my happy moments for sadness, so that when it's finally over I wouldn't have much
",enjoy_the_moment
8615, Paid off my credit card. ,achievement
8616,I donated a part of my salary to old age home and it made me happy,enjoy_the_moment
8617,I had pizza (my favorite food) for dinner tonight to celebrate my promotion at work.,achievement
8618,"I WENT TO HOSPITAL FOR SKIN PROBLEM, .. I TRY TO CLEAN FACE FOR MANY MONTHS, BUT CLEAR MY FACE.. I LOOK VERY BEAUTIFUL.. I FEEL VERY HAPPY",enjoy_the_moment
8619,I WENT TO MOVIE,leisure
8620,WHEN MY RESULTS CAME OF MY INTERMEDIATE 2 DAYS BACK AND I GO STATE FIRST  AND I WAS SAFE,achievement
8621,3 MONTHS BEFORE MY 4 MONTH BABY CALL MOTHER SO I AM VERY VERY HAPPY THAT MOMENT,affection
8622,MY SISTER'S MARRIAGE FUNCTION,affection
8623,I watched a video that was really funny.,leisure
8624,MY BOY FRIEND LOVE FEELINGS ,affection
8625,Today I showed a song I wrote to someone I look up to and he said he really liked it.,achievement
8626,Found my old harmonica in my cupboard after a very long time.,enjoy_the_moment
8627,I got the news of my promotion to a higher post.,achievement
8628,He will be earning his ba degree ,achievement
8629,I've managed to consistently do cardio workouts every other day.,exercise
8630,My parents 30th wedding Anniversary we celebrated well and all our relatives came and everyone got a chance to memorize and cherish their sweet memories.,affection
8631,One week back I got admission for PhD in a very prestigious institute and I was overwhelmed with joy.,achievement
8632,I meet my nephew after some years,affection
8633,gave a food for 50 members as annathanam,achievement
8634,I lost a lot of weight on my new diet.,achievement
8635,Purchased a Bicycle for exercising and keep my body fit.,exercise
8636,I cleaned out my basement,achievement
8637,I was able to stick to a budget and save money for a vacation to Disney World.,achievement
8638,I planned a trip to California to visit my best friend.,bonding
8639,"My husband and I found a great show to watch on Netflix while we were browsing, so now we have something new to binge watch together (Longmire).  ",affection
8640,I started working out again.,achievement
8641,I ate a cookie yesterday.,enjoy_the_moment
8642,I bought tickets to LegoLand for my daughter and I.,achievement
8643,My son got engaged (finally).,affection
8644,"Two weeks ago, meeting with my family after a long trip.",affection
8645,I have started saving money very recently and I plan on keeping it up.,achievement
8646,I celebrated the cinco de mayo with friends.,bonding
8647,Eatting a really good meal,enjoy_the_moment
8648,Finally putting down new flooring in my house ,achievement
8649,I was able to see my dog after being on vacation for a week.,affection
8650,Its my birthday today!!!,enjoy_the_moment
8651,"I finally bit the bullet and opened up a new savings account, and now I'm earning 1.05% interest which is much higher than what my old credit union had. ",achievement
8652,Buying my partner his first real watch.,affection
8653,I got my  projects done ,achievement
8654,I helped a student to organize a project that did very well.,achievement
8655,"I am newly dating a guy who is driving down to see me for memorial day.  I had offered to fly up and drive with him and at first he refused, but then very nicely asked me to join him. ",affection
8656,"The third event that made me happy in the past three months, was finding out instead of having 12 weeks off for maternity leave that I actually will get 16 weeks off.",enjoy_the_moment
8657,"There was a problem with my insurance coverage, and my surgery was almost cancelled. After three or four hours of investigative work, my girlfriend helped resolve the problem.",affection
8658,My boss gave me praise on a big project that I had been working on.,achievement
8659,I had a job interview a couple weeks ago that went very well and could potentially lead to me getting a better job.,achievement
8660,My granddaughters 17th birthday party.,affection
8661,I received positive feed back at work.  It was nice to know that I am valued and that my contribution matters to the team as a whole.,achievement
8662,I started planning a weekend vacation that I am excited to take this fall.,achievement
8663,I went for a trip with my family.,affection
8664,"I had been away from my family for about 5 months because I was in school, so coming home and seeing my family was perhaps one of the greatest moments for me all this year. ",affection
8665,Achieved my work goal for the day.,achievement
8666,It's a beautiful sunny warm day.,nature
8667,It finally stopped raining after a week.,nature
8668,Figured out how to get past a roadblock in a personal project that I've been working on.,achievement
8669,I bought a new bag.,achievement
8670,when i could ride my bike without any fear of crashing at a high speed ,exercise
8671,I was happy when I received a small raise at work.,achievement
8672,I found my wife a great mother's day present.,affection
8673,I got my mustang returned to stock and running again. I can finally get the car sold and it will take a large financial burden off my back.,achievement
8674,I went to see Guardians of the Galaxy 2,leisure
8675,i slept good last night. i hadnt slept good in days.,leisure
8676,i was really happy when i heard from an old friend i hadn't talked to in a while. ,bonding
8677,Went to a church  on a trip and felt very happy to be with my church team and we had lot of fun together.,bonding
8678,I was happy when my husband arranged for a date night for the two of us,affection
8679,I saved a lot of money by switching car insurance companies.,achievement
8680,"It made me happy to see the little girl that I babysit, as we had not seen her in several months.",bonding
8681,Hearing about my friend trying to adopt children--I'm happy for him to build a big family.,bonding
8682,I hung out with some friends and had dinner with them at a burger joint.,bonding
8683,I went to a hill place with my office colleague which is very precious event made me very happy.,bonding
8684,Listening to a live stream of Jacksepticeye.,leisure
8685,I went to see a movie with my friends at the theater. ,bonding
8686,I got first prize in an essay writing competition held at my daughter's school during parent's day celebration,achievement
8687,Making plans with friends and seeing them all reply back they are going to be in attendance. It's not often everyone is free on the same day. ,bonding
8688,I reorganized a few of the rooms in my house to give it a different feel.,achievement
8689,I got a new washer and dryer and they are great,achievement
8690,I bought a new laptop.,achievement
8691,won PS10 on a scratch card.,achievement
8692,I made a payment on my truck the other day and got it over fifty percent paid off.  ,achievement
8693,When I got a new car.,achievement
8694,One event that made me happy was making a big sale at work.,achievement
8695,I am making progress towards a promotion at work.,achievement
8696,I was given a kitten by one of my friends sister who i still have to this day.,affection
8697,I received a promotion to assistant manager at work.,achievement
8698,We spent our first weekend at the lake for the summer last week.,nature
8699,I finally got a new job after several months of looking.,achievement
8700,I started a meme that caught on.,achievement
8701,An event that made me happy was when I got to go to my son's first piano recital. I didn't know what to expect and was more nervous than he was. all signs at home seemed to indicate he wasn't ready but he did very well and obviously enjoyed himself. It was nice to see how much fun he had that night. It was also nice to see how well liked he was with his peers.,affection
8702,An offer got accepted on a house. ,achievement
8703,my happy moment is when i got to see and spend a few days at my sons house...it is the first house on his own..he has a roomate of course to help him with the bills,affection
8704,I got rid of a pest infestation in my home. ,achievement
8705,I got a job!,achievement
8706,I ate a cheeseburger at five guys.,enjoy_the_moment
8707,I read a good book.,leisure
8708,I had a chat with my husband in the car today and it was nice.,affection
8709,I took a dog for a walk around the lake.,affection
8710,"I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.

",achievement
8711,I watched my favorite comedian do a comeback special.,enjoy_the_moment
8712,I got a job interview from a company I wanted to work for.,achievement
8713,I celebrated my mother's birthday with her and my husband by taking them on a tour of the Warner Brothers Studio and having Thai food for dinner.,affection
8714,Cracking open a fresh beer after a long day at work.,leisure
8715,"Walking in Memphis, listening to cool blues music.",leisure
8716,When I got a raise at my job I was happy.,achievement
8717,I got out of work early.,enjoy_the_moment
8718,I made a kimchi pancake for the first time and it wasnt so bad.,achievement
8719,I got a letter in the mail from a college friend,bonding
8720,I asked my girlfriend to marry me and she said yes.,affection
8721,Attending my friends concert with his new band.,bonding
8722,An old friend sent me a message on Facebook that reminded me of a long time ago. ,bonding
8723,Watched some entertaining shows which was nice.,leisure
8724,"The prospect that I will be able to, in just 2 days, make my rent on AMZN M-Turk",achievement
8725,Playing Bocce with my friends,bonding
8726,I was accepted for a new job position at work.,achievement
8727,My cat cuddled with me.,affection
8728,I got a new laptop computer that I had been wanting for some time. ,achievement
8729,"Went to a tennis course, I was pretty worried about going at first, but it was actually fun.",leisure
8730,My cat snuggled beside me last night when I was falling asleep and snored. ,affection
8731,The moment that made me the happiest in the last 3 months was a date I went on with a friend.,bonding
8732,Got to see my mom who I haven't seen for over a year.,affection
8733,Achieved a new fitness goal of mine.,achievement
8734,We had an appreciation exercise this morning and lots of people wrote things they appreciated about me on a large piece of paper.,achievement
8735,"I wasn't happy to do it, but I am happy now to have taken my brother to his doctor's appointment today.",affection
8736,"I found out I was pregnant when I took a home pregnancy test and had my results concerned at the doctor through a blood test. I had been trying to get pregnant and had never gotten pregnant so quickly. Before it had involved several months of trying and finally conception through a fertility clinic, so it was an amazing feeling to conceive naturally. ",achievement
8737,It made me very happy to eat very delicious cookies made by my girlfriend.,affection
8738,I unexpectedly  received a promotion at my job,achievement
8739,Getting my gaming monitor in the mail and finally playing games in 144hz.,achievement
8740,I had some of the best sushi I've ever had in my life.,enjoy_the_moment
8741,"My ex was home last night and didn't go to his girlfriend's house. Though I don't care if he's there, I slept well for the first time in a week. I guess I just got used to him being around.",affection
8742,"My happiest moment was when I gave birth to my son. After nine long months of waiting to meet him, at last that day came. I was just so happy, and its unexplainable!",affection
8743,my husband bought me a new piece of jewel that is highly attractive.I have been  asking for it for the past two months and finally he presented me with it 15 days ago.It was sure a precious and happy moment for me,affection
8744,I WENT TO COLLEGE.,achievement
8745,Newly launched Samsung Galaxy phone bought,achievement
8746,I was approved for a new work-from-home program at work.,achievement
8747,I WENT TO COMPUTER CLASS.,achievement
8748,I bought a new bike which is costly and love to ride in my bike.,achievement
8749,enjoy with friends,bonding
8750,I WENT TO COMPUTER CLASS.,achievement
8751,I WENT TO COMPUTER CLASS.,achievement
8752,I completed fixing a computer's ethernet cable errors.,achievement
8753,I went out to a sushi dinner last night with my boyfriend and best friend.,bonding
8754,When My baby was first born and I touched its fingers and legs still im feeling that and I couldn't forget that,affection
8755,When we paid off debts that have been being paid on for over three years. ,achievement
8756,My husband and I went bought and planted new plants for our yard.,affection
8757,My cousin is visiting us from out of town.,affection
8758,I visited my girlfriend whom I hadn't seen in a long time.,affection
8759,I met my school friend last month and she gave me tips about future studies of our kids and i am very much happy to hear that.,bonding
8760,I ATTENDED MY FRIEND SCHOOL ANNUAL DAY FUNCTION,bonding
8761,They had deactivated my account last week on an online work at home job I was doing. This happened because they suspected improper activity on my part. I had written to them and showed that I had done nothing wrong. To my relief they accepted my request and my account was restored yesterday. They even said sorry for the inconvenience caused to me. I was indeed pleased.,achievement
8762,"Got a large tip tonight ($57), so I'm pretty happy!",achievement
8763,I watched a charming documentary about the internet that was made in the 90's.,leisure
8764,I HAD HELPED A CHILD TO DRAW A PICTURE.,bonding
8765,we have to travelling the china and it saw many attractive place it was happiness is my life.,enjoy_the_moment
8766,"When i reach my goals that moment will be the happiest moment in my life..
",enjoy_the_moment
8767,I was happy when I was able to book and pay for the flight to California for my niece's wedding. ,affection
8768,I took a lot of deliveries at work today and I made some really good money for a weekday (usually slow). I work at an Italian Restaurant.,achievement
8769,My elder daughter got selected for a student exchange program for a medical college in France.,achievement
8770,"He left my school when we were kids and went to boys boarding school. He came in contact with lot of our classmates through  fb. And he even visits our school whenever he comes to the town. He insisted on meeting with me.. I knew he was a decent person and doesn't speaks much., a gentleman ,very intelligent, good looking, Never been in any relationship.  We met near my house then for sometime after so many years.. His reaction was normal.. We hugged..It was good. Then he got into NDA, so he visits his home every 6 months. We met this December twice and spended a day together. 
now here is the real thing.. He likes holding my hand a lot.. whether we were walking or were in the metro... He wasn't ready to let go of my hand. We went to movie together , there too he was holding my hand all the time.. and a few times he even kind of kissed my hand. He himself told me that he likes it when i asked him jokingly that whats with this holding hands. 
  i found it weird because though he was treating me special  but these things I didn't understand  because I don't think he thinks of me that way. I'm not able to understand  his psychology. Maybe he's a nan? Or pervert?  Now he wants to meet again this time when he will come.",bonding
8771,The day I asked my girlfriend out.  It was a beautiful day out and it seemed like the perfect time to do it.,affection
8772,I seen a cinema that day Iam very happy. After that movie we spent some hotels and parks. That day is very beautiful. The film also give us very happy moment. After home before sleep we spent so many time with our family.,affection
8773,I got a good grade on a test that I studied for.,achievement
8774,1 month ago i went to china its very different place in world and i like that place very much and nice moment,leisure
8775,MY BEST FRIEND MARRIAGE PARTY,bonding
8776,MY BEST FRIEND BIRTHDAY PARTY,bonding
8777,I CELEBRATED MY PARENTS WEDDING ANNIVERSARY ON 2/3/2017,affection
8778,Iam going today wonderla,leisure
8779,My wife gave birth to a baby boy and this made me happy.,affection
8780,i have learned that my sister is pregnant and I got so excited because were having a new baby in the household.,enjoy_the_moment
8781,I've fallen in love.,affection
8782,I got drinks with some friends and one of the female friends was very flirty.,bonding
8783,Finishing my last exam of the semester and leaving the classroom.,achievement
8784,I visited beach with my family.  So I was happy and had lots of fun.,affection
8785,"It's never about the place. It's about the people you spend time with. I have never been much happier. Whenever I went to Tirupati and was traveling back to Bangalore, I felt like I had failed my most important exam, maybe I was missing a train. I cried like a small baby every time I left that place. This time it was different, this time I was happy. I was myself, my true self. Peace!",enjoy_the_moment
8786, i stopped smoking last month,achievement
8787,i met my friend after so many years..we went for a lunch...we had a nice time,bonding
8788,I was really happy last week when me and my husband visited Cheesecake Factory on date night.,affection
8789,I went out recently with a friend of mine on what slowly turned into one of the best romantic dates I've ever been on.,bonding
8790,I proposed to my crush. She said 'Yes'.,affection
8791,I bought a new home,achievement
8792,Iam going today wonderla,leisure
8793,Purchased a washing machine for washing my clothes.,achievement
8794,I watched my sister graduate from her undergraduate program yesterday. ,affection
8795,Last month i got increment in my office. i was so happy. That amount was very useful in my life. I was paid in my college fees and also used for purchased in dresses.,achievement
8796,"I watched my niece play softball, delighted that she is finally on a team with a good coach.",affection
8797,"I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.

",achievement
8798,Watching my son get his first hit of this baseball season made me happy.,affection
8799,For Valentines my boyfriend surprised me with a dozen of roses and a beautiful necklace. ,affection
8800,My wife is pregnant for the first time!,affection
8801,MY SISTER'S MARRIAGE FUNCTION,affection
8802,I had a nice dinner with a group of graduating students.,bonding
8803,I got engaged to my fiance :),affection
8804,We bought a car two months before and it made me very happy.,achievement
8805,I went to the park with my family and we all played on the swings and had a contest to see who could swing the highest. It was so much fun to act like a kid again!,affection
8806,My daughter drew a picture of the two of us holding hands with hearts coming out of her head.,affection
8807,My grandparents just got here from the UK to visit.,affection
8808,I bought a new cellphone.,achievement
8809,"I received a surprise package in the mail from my mother. She purposely lied to me and said I was getting something else, but to my surprise it was a light pink kitchen-aid mixer and I was in so much awe!",enjoy_the_moment
8810,Watching the movie Sing! last night made me very happy.,enjoy_the_moment
8811,"I saw my sister's softball game, and she actually got to play.",affection
8812,had a video call with my sister after a long time,affection
8813,"Three days ago on Monday, I went for a walk with my mother.  This made me feel happy because I recently have not had the time to go and see her.",affection
8814,I got a new part time job.,achievement
8815,My daughter and I went to a concert together and it was a fun and happy time.,affection
8816,Seeing my dog every morning. He's always greeting me and wanting to be petted/rubbed. ,affection
8817,"My Dungeons and Dragons character, Lyssandra the Rogue, hit level five!",achievement
8818,I am going to be a father ,affection
8819,Bought new patio furniture,achievement
8820,"Going on vacation to Florida.  Not the vacation so much, although that was lovely, but what really made me happy was coming back and getting to see my girlfriends dog who I had missed.  She was so happy to see me and the feeling was mutual.",affection
8821,"I spent time with my aunt, she made a terrific pizza for us. ",affection
8822,i go to old age home and service enjoy the moment.,enjoy_the_moment
8823,My girlfriend moved in with me.,affection
8824,I finished all 30000 of my tasks I was assigned at work before leaving on vacation!,achievement
8825,Buying a new smart phone.,achievement
8826,"There was a reorganization at work, and I didn't lose my job, yet.",achievement
8827,I have made friends with a very scared cat who had lost his home.,affection
8828,"I watched a video of my favorite stand-up comedian, Jerry Seinfeld and it was really funny. ",leisure
8829,"I got to come along to Gaslight Gathering with my friend and help him run his booth!  I am there right now and got to dress up in my slightly updated version of my costume from last year.  It can be a bit of work, but I love some parts of it so much!  I love to dress up like this (I am not a real Victorian times enthusiast so I crossdress as more a WWI air ace type).",bonding
8830,my sister planned an amazing girls day for us.,affection
8831,I finished my work early,achievement
8832,I received a bonus at work.,achievement
8833,My daughter started to pedal herself on her tricycle.,achievement
8834,I booked a nice vacation spot at a good deal,achievement
8835,I spent the week with my son.,affection
8836,Buying my mother a gift for Mother's Day ,affection
8837,I had the best deli sandwich for lunch.,enjoy_the_moment
8838,The flowers I planted for the bees are sprouting.,nature
8839,I enjoyed a bike ride with good friends.,bonding
8840,"My wife and I planned a week long trip to London. We had been planning for over a year. About two months ago we finally went and we had a fantastic time. I think I most enjoyed the plays, they are so much better than anything we have in the USA, broadway included!",affection
8841,I watched a boxing match with my buddies.,bonding
8842,I went to a biweekly book club. ,leisure
8843,"I gave some money to a homeless person, the person showed a lot of gratitude.",bonding
8844,Seeing the first robin of Spring made me smile. ,nature
8845,My mother shared her new painting of a lion.,affection
8846,I let our veterinarian know how her coworker's compassion made it easier to put our dog down. ,affection
8847,My friend agreed to move in with me.,bonding
8848,"I met my sales goals for the month of April, and as a result was able to qualify for my performance bonuses.",achievement
8849,I made a beautiful cake.,achievement
8850,"My sister decided to move to New York City about a year ago and we haven't been in contact much. However, she surprised me and the rest of my family by planning a surprise visit last month. It felt really nice catching up. We're all getting older and we all have our own things to do, but it's still nice to see my family.",affection
8851,My girlfriend and I took a weekend road trip to Las Vegas.,affection
8852,I found a new show to watch on Amazon Prime called Goliath that I enjoy.,enjoy_the_moment
8853,I listened to a funny podcast that I like.,leisure
8854,Doing well on an exam that I had studied over 40 hours and gave up a lot of sleep for.,achievement
8855,I got to see a friend that I haven't seen in a while.,bonding
8856,A friend gave birth to a healthy baby boy.,bonding
8857,I bought a new coat.,achievement
8858,I won Castlevania Lords of Shadow 2.,achievement
8859,I received a large bonus on a hit I did on mturk.,achievement
8860,I got a check in the mail.,achievement
8861,Receiving a refund on a dress my significant other bought because we don't need to go to the event anymore made me happy.,enjoy_the_moment
8862,"I was very happy to attend a middle school chorus concert tonight with my daughter. I was very, very proud to see her up their, singing, and enjoying herself. I could not be a happier parent.",affection
8863,I love play Soccer in the Stadium with my Friends,bonding
8864,"Another happy moment was receiving my letter of acceptance to my top choice university, and discovering that the financial package was manageable.",achievement
8865,I finished a very good video game.,leisure
8866,Getting a pay raise!,achievement
8867,I had a good day at mturk yesterday.,enjoy_the_moment
8868,I got new kitchen cabinets ,achievement
8869,I won $20 on a scratch off lottery ticket,achievement
8870,Picking up some new beer at the liquor store,leisure
8871,Made a lot of progress on getting the shop set up for the fire marshal inspection.,achievement
8872,Walking my dog,affection
8873,Watching the hockey game,leisure
8874,"I wrote another page of my book, which doesn't seem like much, but I am really lazy when it comes to writing. ",achievement
8875,I was able to meet a great friend for lunch and have a wonderful conversation.,bonding
8876,I spoke with a relative I hadn't talked to in several years.,affection
8877,I won some gift certificates to Walmart.,achievement
8878,My dad agreed to go out to eat with me.,affection
8879,"An event that made me happy in the past three months, was graduating from college with two degrees.",achievement
8880,I found some spare change I had lost.,achievement
8881,I bought a new Fuel EX-8 mountain bike.,achievement
8882,I was happy when I found out my child was doing well in school.,affection
8883,I was happy when my brother bought me lunch for having taken him to the doctor.,affection
8884,I watched a basket ball game and my team was winning.,leisure
8885,"I participated cultural in my college, I performed dance in cultural.. All the guys very encourage to me.. they said, your dance perfectly superb.. I never forget this one.",achievement
8886,I met an important artist whom I am now collaborating with ,bonding
8887,I got asked to be a groomsman in my friend's wedding which made me feel happy and proud. ,bonding
8888,"I heard from someone I've been casually dating. I don't think it's love, but the attention is nice.",bonding
8889,My teenage daughter finished her hardest exams to complete her junior year of high school and she was very talkative to me about it.,affection
8890,I celebrated one year of sobriety a few days ago.,enjoy_the_moment
8891,I was happy to discover that my son is doing well in school according to tests. ,affection
8892,The day before yesterday my children and I went to watch the ring of fire at the Keeper of the Plains -it gave me great joy to watch their faces as the fires were burning. ,affection
8893,Hanging out and playing sports with friends,bonding
8894,I was very happy when it stopped snowing and raining and the seasons changed into Spring.,nature
8895,I WENT TO TEMPLE.,leisure
8896,My boss received a promotion and it made me very proud and happy.,achievement
8897,Getting a pedicure with four of my close friends. ,bonding
8898,I WENT TO TEMPLE.,leisure
8899,I was very glad when I was able to watch an ending to a movie yesterday.,leisure
8900,i purchased a new iphone because my old one was not working well. I was really happy to have a new working cell phone.,enjoy_the_moment
8901,I WANT TO TEMPLE,leisure
8902,Received an art tablet from a friend.,bonding
8903,enjoy with family,affection
8904,I WENT TO TEMPLE.,leisure
8905,ENJOY WITH FAMILY,affection
8906,My friend give me a new Parker pen as a gift.,bonding
8907,I WANT TO TEMPLE,leisure
8908,I WENT TO TEMPLE.,leisure
8909,i am very happy in mobile game and tv shows,enjoy_the_moment
8910,Ordered the last of the lumber that I need to build my bridge and found out that it will be delivered tomorrow.,achievement
8911,I found a buyer for my parents home.,affection
8912,When My baby was first born and I touched its fingers and legs still im feeling that and I couldn't forget that,affection
8913,I went to the beach.,leisure
8914,Last week my college basketball team won a very close match. That was a very exciting moment for me. Every one in the crowd were also tensed about the match results but i am happy that we secured a win. That was a very happy moment for me.,achievement
8915,I developed the habit of drinking a 12 ounce glass of water every morning before I do anything else.,achievement
8916,"Getting handcrafted gifts from my kids, they were sooo excited.",affection
8917,When I paid the last tuition payment ever for my daughters preschool.,achievement
8918,I WENT TO MOVIE,leisure
8919,WE ARE CELEBRATED MY SISTER BIRTHDAY AT MY HOME.,affection
8920,I was payed from all of my hard work.,achievement
8921,A hummingbird was flittering on my patio.,nature
8922,My kid dance miss is advising her to set goals and aim to achieve that from now itself by preparing notes in day to day class section. I thought that i have joined my kid to good dance teacher motivating my kids to aim higher. i feel very much happy on that day.,affection
8923,MY FAMILY VISITED TO ARIYAMAN BEACH NEAR RAMANATHAPURAM,affection
8924,I met with my old freinds at village and old people after a long time.,bonding
8925,MY SISTER MARRIAGE,affection
8926,EVERY YEAR WE CELEBRATE CHRISTMAS  ON 25TH DECEMBER IN A GRAND MANNER.IT IS BECAUSE LORD JESUS WAS BORN ON THIS DAY .JESUS WAS BORN TO BRING PEACE AMONG PEOPLE.SO WE CAN ALL CHRISTMAS A FESTIVAL OF PEACE.,enjoy_the_moment
8927,Hearing my daughter play on her new ukulele.,affection
8928,I found money,achievement
8929,I got a nice discount on shoes I bought that I didn't expect to be on sale.,achievement
8930,I watched my normally shy and awkward son perform in his school's talent show.,affection
8931,"My happiest moment was when I gave birth to my son. After nine long months of waiting to meet him, at last that day came. I was just so happy, and its explainable!
",affection
8932,I was happy when I found some LulaRoe tops that fit and were in a pattern and color that I like!,achievement
8933,"whenever im with her i felt
complete,yes it may sounds weird but it is true.",affection
8934,I saw my girlfriend a couple of days ago and we played video games and had a lot of fun.,affection
8935,I cooked and ate a very delicious salmon filet.,achievement
8936,Donated all the clothes my daughter had out grown to a family in desperate need.,affection
8937,"I felt that I 
would not get better marks in that because, from 10th I 
studied in urdu medium but BA was in kannda medium.",achievement
8938,My job approved my request to work more hours and therefore make more money.,achievement
8939,The Day I went to The Party with my Friends.,bonding
8940,When I won DAC dota 2 championship with my team. the best moment in my life I could not remember,achievement
8941,My 3 year old niece hugged me and told me she loved me before she went home last night. ,affection
8942,MY BEST FRIEND BIRTHDAY PARTY,bonding
8943,i am going to the vocation tour in my family.we are very interesting.,affection
8944,I watched the season finale of The Office and I enjoyed it,leisure
8945,MY SISTER GOT SELECTED IN CAMPUS INTERVIEW AND SHE IS GOING TO WORK IN ABOARD IT WAS BIGGEST DREAM FOR  HER ,affection
8946,I was able to get pregnant after trying many times. ,achievement
8947,The Mother's Day present I ordered arrived on time before next Sunday despite a shipping delay that threatened to make it late.,affection
8948,I was happy when I took a relaxing bubble bath with my partner.  ,affection
8949,I found out that my niece is going to be bringing her cats when she comes to visit. It's going to be a lot of fun. I love cats!,affection
8950,i attended my cousin wedding..so i saw all my family members after long time..it was a nice time,affection
8951,my wife called me and talked.,affection
8952,I GOT A NEW CAR,achievement
8953,last sunday we went to beach and swam in sea. the waves are too high and water is too chill. we enjoyed a lot.,nature
8954,I meet my niece,affection
8955,I when to the goodwill and found a bike that looked bran new. It needed A small tune up but now its like new.,achievement
8956,My husband and I went on a bike ride to a local breakfast place that had delicious coffee and food.,affection
